image_path,road,sidewalk,bikelane,asphalt,concrete,cobblestone,dirt,grass,day,night,indoor,sunny,cloudy,raining
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000247_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000320_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000288_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000469_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000315_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000328_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000322_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000266_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000057_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000230_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000161_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000058_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000186_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000056_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000440_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000552_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000033_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000393_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000075_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000307_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000543_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000553_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000556_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000309_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000382_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000430_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000122_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000270_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000010_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000452_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000047_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000394_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000123_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000121_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000431_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000261_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000137_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000537_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000201_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000406_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000388_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000101_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000240_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000036_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000463_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000228_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000471_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000346_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000558_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000018_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000045_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000179_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000426_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000396_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000192_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000397_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000398_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000229_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000445_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000142_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000484_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000017_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000380_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000005_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000172_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000304_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000283_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000090_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000432_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000239_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000255_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000054_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000362_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000491_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000478_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000457_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000528_anon.png,0,1,0,0,0,1,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000026_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000113_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000554_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000158_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000448_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000352_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000205_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000139_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000107_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000510_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000023_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000359_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000293_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000167_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000181_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000417_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000131_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000225_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000213_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000502_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000312_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000487_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000093_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000384_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000446_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000151_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000340_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000466_anon.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000170_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000108_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000263_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000064_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000372_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000282_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000302_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000153_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000298_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000399_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000204_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000188_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000119_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000327_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
/kaggle/input/micromobility-lane-recognition-dataset/MLRD/frames/Dublin01/GH030157/000234_anon.png,1,0,0,1,0,0,0,0,1,0,0,1,0,0
