ID,Class
529,dog_bark
530,children_playing
531,engine_idling
535,siren
536,jackhammer
539,jackhammer
541,drilling
545,air_conditioner
546,siren
548,jackhammer
550,jackhammer
552,engine_idling
553,siren
558,engine_idling
563,street_music
574,siren
577,street_music
581,dog_bark
582,engine_idling
588,engine_idling
591,air_conditioner
592,street_music
595,street_music
596,air_conditioner
601,dog_bark
602,siren
608,air_conditioner
609,drilling
616,dog_bark
617,children_playing
618,drilling
625,gun_shot
626,engine_idling
627,air_conditioner
628,engine_idling
632,street_music
634,dog_bark
637,air_conditioner
638,jackhammer
640,jackhammer
641,engine_idling
644,jackhammer
647,siren
649,siren
650,jackhammer
653,street_music
667,dog_bark
668,engine_idling
672,engine_idling
674,dog_bark
675,gun_shot
678,jackhammer
680,engine_idling
681,children_playing
682,siren
696,dog_bark
700,siren
701,air_conditioner
706,dog_bark
707,engine_idling
708,dog_bark
711,air_conditioner
715,engine_idling
718,air_conditioner
723,drilling
725,siren
731,jackhammer
736,air_conditioner
741,dog_bark
743,children_playing
745,siren
747,air_conditioner
756,siren
759,siren
762,drilling
763,dog_bark
767,car_horn
768,air_conditioner
769,jackhammer
774,air_conditioner
775,children_playing
777,drilling
779,drilling
781,gun_shot
782,jackhammer
786,jackhammer
788,gun_shot
789,engine_idling
793,air_conditioner
795,jackhammer
797,engine_idling
800,engine_idling
805,dog_bark
806,air_conditioner
808,jackhammer
814,air_conditioner
815,drilling
818,children_playing
822,children_playing
823,dog_bark
827,dog_bark
828,siren
831,dog_bark
836,dog_bark
837,dog_bark
842,children_playing
846,street_music
847,engine_idling
852,air_conditioner
856,jackhammer
861,engine_idling
862,engine_idling
866,siren
873,air_conditioner
877,jackhammer
879,drilling
880,siren
888,air_conditioner
890,air_conditioner
895,air_conditioner
897,siren
902,dog_bark
903,engine_idling
908,air_conditioner
909,car_horn
910,street_music
917,jackhammer
918,street_music
920,car_horn
924,jackhammer
931,siren
934,air_conditioner
935,street_music
936,dog_bark
939,car_horn
940,siren
942,air_conditioner
944,siren
947,drilling
949,engine_idling
950,siren
958,engine_idling
960,siren
961,siren
962,street_music
966,jackhammer
967,dog_bark
968,street_music
969,air_conditioner
970,dog_bark
974,jackhammer
976,engine_idling
981,air_conditioner
982,street_music
983,jackhammer
984,siren
988,siren
989,dog_bark
992,engine_idling
993,drilling
994,siren
997,engine_idling
998,children_playing
999,engine_idling
1002,drilling
1005,siren
1009,engine_idling
1010,siren
1011,dog_bark
1012,siren
1013,dog_bark
1016,siren
1019,engine_idling
1020,air_conditioner
1023,engine_idling
1031,dog_bark
1033,siren
1035,gun_shot
1037,jackhammer
1039,jackhammer
1041,siren
1046,engine_idling
1050,siren
1053,dog_bark
1057,jackhammer
1060,street_music
1064,dog_bark
1065,air_conditioner
1067,drilling
1073,engine_idling
1075,air_conditioner
1081,children_playing
1084,jackhammer
1086,dog_bark
1093,dog_bark
1094,children_playing
1095,siren
1097,siren
1099,drilling
1101,engine_idling
1102,children_playing
1103,jackhammer
1104,children_playing
1107,air_conditioner
1108,jackhammer
1109,children_playing
1110,street_music
1111,street_music
1114,siren
1117,jackhammer
1121,gun_shot
1122,drilling
1123,jackhammer
1124,engine_idling
1125,engine_idling
1127,engine_idling
1128,siren
1130,siren
1132,engine_idling
1135,street_music
1136,children_playing
1138,engine_idling
1140,dog_bark
1141,air_conditioner
1142,siren
1144,children_playing
1146,engine_idling
1153,air_conditioner
1154,siren
1155,siren
1159,siren
1161,jackhammer
1163,siren
1164,dog_bark
1165,gun_shot
1166,siren
1167,engine_idling
1169,siren
1170,jackhammer
1171,jackhammer
1172,siren
1173,engine_idling
1177,jackhammer
1178,siren
1179,street_music
1184,jackhammer
1185,dog_bark
1190,street_music
1192,drilling
1193,siren
1194,siren
1196,dog_bark
1197,jackhammer
1198,car_horn
1199,siren
1201,air_conditioner
1202,engine_idling
1204,engine_idling
1207,children_playing
1208,drilling
1211,engine_idling
1212,jackhammer
1213,jackhammer
1215,air_conditioner
1216,dog_bark
1221,siren
1222,engine_idling
1223,dog_bark
1225,drilling
1227,siren
1229,siren
1233,gun_shot
1234,siren
1238,siren
1239,children_playing
1247,dog_bark
1249,air_conditioner
1250,jackhammer
1253,siren
1254,air_conditioner
1258,air_conditioner
1260,engine_idling
1263,car_horn
1264,children_playing
1266,siren
1268,dog_bark
1274,children_playing
1280,dog_bark
1281,dog_bark
1282,dog_bark
1283,dog_bark
1284,drilling
1285,engine_idling
1288,air_conditioner
1290,siren
1291,siren
1293,dog_bark
1299,children_playing
1304,air_conditioner
1307,drilling
1309,siren
1313,jackhammer
1315,jackhammer
1320,air_conditioner
1324,dog_bark
1325,dog_bark
1331,siren
1333,siren
1336,engine_idling
1340,engine_idling
1342,siren
1343,street_music
1344,engine_idling
1348,air_conditioner
1354,siren
1359,air_conditioner
1360,drilling
1362,dog_bark
1364,air_conditioner
1369,siren
1372,engine_idling
1373,air_conditioner
1374,siren
1375,siren
1376,siren
1379,jackhammer
1382,car_horn
1383,engine_idling
1387,jackhammer
1389,engine_idling
1391,children_playing
1392,street_music
1395,engine_idling
1397,engine_idling
1401,engine_idling
1402,siren
1403,drilling
1406,air_conditioner
1407,siren
1408,dog_bark
1410,air_conditioner
1411,siren
1413,jackhammer
1416,siren
1420,siren
1421,air_conditioner
1422,street_music
1424,siren
1426,siren
1427,drilling
1429,street_music
1430,engine_idling
1433,siren
1434,jackhammer
1438,children_playing
1439,air_conditioner
1440,engine_idling
1441,jackhammer
1442,siren
1443,engine_idling
1445,dog_bark
1451,jackhammer
1453,siren
1455,street_music
1456,siren
1457,engine_idling
1463,dog_bark
1464,dog_bark
1465,siren
1466,siren
1474,air_conditioner
1476,siren
1482,car_horn
1484,siren
1486,drilling
1487,engine_idling
1490,dog_bark
1494,engine_idling
1495,drilling
1499,siren
1504,engine_idling
1505,drilling
1507,car_horn
1509,dog_bark
1513,dog_bark
1514,children_playing
1519,dog_bark
1522,drilling
1524,gun_shot
1526,siren
1533,engine_idling
1535,engine_idling
1538,jackhammer
1539,dog_bark
1541,siren
1543,air_conditioner
1544,drilling
1545,dog_bark
1553,engine_idling
1557,air_conditioner
1559,street_music
1566,engine_idling
1568,engine_idling
1572,siren
1575,engine_idling
1576,dog_bark
1577,siren
1580,gun_shot
1582,engine_idling
1583,children_playing
1585,jackhammer
1587,children_playing
1590,air_conditioner
1592,street_music
1594,jackhammer
1595,siren
1596,drilling
1600,engine_idling
1609,children_playing
1610,air_conditioner
1611,siren
1617,engine_idling
1619,engine_idling
1620,siren
1622,engine_idling
1624,street_music
1625,air_conditioner
1627,siren
1631,air_conditioner
1637,siren
1638,siren
1641,children_playing
1642,jackhammer
1643,siren
1644,engine_idling
1645,children_playing
1646,air_conditioner
1650,siren
1654,air_conditioner
1655,air_conditioner
1657,street_music
1658,siren
1659,engine_idling
1662,air_conditioner
1665,jackhammer
1668,siren
1670,street_music
1671,dog_bark
1676,engine_idling
1682,air_conditioner
1683,siren
1684,dog_bark
1685,engine_idling
1691,dog_bark
1692,siren
1693,siren
1694,siren
1696,car_horn
1698,car_horn
1700,dog_bark
1707,dog_bark
1710,siren
1712,drilling
1717,jackhammer
1721,street_music
1723,engine_idling
1726,siren
1732,drilling
1733,air_conditioner
1735,dog_bark
1740,jackhammer
1742,siren
1743,engine_idling
1747,siren
1752,street_music
1753,children_playing
1756,dog_bark
1757,engine_idling
1758,dog_bark
1759,gun_shot
1762,air_conditioner
1764,engine_idling
1770,engine_idling
1772,dog_bark
1775,engine_idling
1778,children_playing
1781,siren
1784,drilling
1785,dog_bark
1788,children_playing
1790,siren
1793,dog_bark
1797,siren
1798,dog_bark
1799,siren
1804,dog_bark
1810,engine_idling
1811,children_playing
1814,air_conditioner
1815,jackhammer
1821,dog_bark
1823,children_playing
1824,engine_idling
1833,jackhammer
1835,siren
1838,dog_bark
1844,car_horn
1845,siren
1846,siren
1851,air_conditioner
1852,air_conditioner
1855,jackhammer
1857,engine_idling
1859,engine_idling
1860,drilling
1861,street_music
1862,air_conditioner
1865,air_conditioner
1875,engine_idling
1878,engine_idling
1880,jackhammer
1882,siren
1884,children_playing
1885,engine_idling
1887,dog_bark
1888,dog_bark
1900,dog_bark
1902,children_playing
1903,street_music
1905,siren
1906,dog_bark
1907,engine_idling
1909,drilling
1911,dog_bark
1912,engine_idling
1915,children_playing
1920,gun_shot
1926,engine_idling
1928,siren
1930,drilling
1931,air_conditioner
1934,street_music
1939,siren
1942,siren
1951,air_conditioner
1953,car_horn
1954,gun_shot
1955,children_playing
1959,engine_idling
1961,drilling
1962,engine_idling
1964,children_playing
1965,engine_idling
1969,jackhammer
1972,engine_idling
1975,street_music
1979,jackhammer
1981,car_horn
1983,air_conditioner
1984,children_playing
1985,dog_bark
1989,engine_idling
1990,dog_bark
1993,street_music
1995,siren
1998,dog_bark
2003,jackhammer
2005,drilling
2006,engine_idling
2007,dog_bark
2011,engine_idling
2012,siren
2014,jackhammer
2015,air_conditioner
2021,jackhammer
2024,engine_idling
2027,children_playing
2030,children_playing
2032,siren
2034,street_music
2035,children_playing
2039,children_playing
2041,dog_bark
2044,engine_idling
2046,dog_bark
2052,gun_shot
2053,air_conditioner
2058,jackhammer
2059,jackhammer
2060,air_conditioner
2061,air_conditioner
2062,jackhammer
2065,engine_idling
2068,drilling
2069,engine_idling
2071,engine_idling
2074,street_music
2075,engine_idling
2076,engine_idling
2079,engine_idling
2085,siren
2086,jackhammer
2088,children_playing
2092,dog_bark
2093,dog_bark
2097,engine_idling
2100,dog_bark
2109,dog_bark
2110,jackhammer
2111,siren
2112,jackhammer
2114,jackhammer
2115,dog_bark
2118,air_conditioner
2119,siren
2120,jackhammer
2128,siren
2131,siren
2136,jackhammer
2137,dog_bark
2143,siren
2146,drilling
2147,engine_idling
2151,air_conditioner
2153,air_conditioner
2155,jackhammer
2158,air_conditioner
2159,dog_bark
2161,jackhammer
2164,children_playing
2165,siren
2166,air_conditioner
2167,engine_idling
2172,jackhammer
2175,drilling
2176,drilling
2177,jackhammer
2178,air_conditioner
2181,siren
2183,drilling
2187,jackhammer
2189,air_conditioner
2202,dog_bark
2203,engine_idling
2207,gun_shot
2208,drilling
2211,air_conditioner
2213,children_playing
2214,dog_bark
2215,drilling
2221,air_conditioner
2222,siren
2223,dog_bark
2231,drilling
2232,air_conditioner
2234,jackhammer
2239,dog_bark
2242,siren
2243,engine_idling
2245,air_conditioner
2248,drilling
2255,children_playing
2257,dog_bark
2261,engine_idling
2263,drilling
2266,children_playing
2267,engine_idling
2268,air_conditioner
2270,street_music
2271,street_music
2272,air_conditioner
2274,siren
2276,gun_shot
2280,dog_bark
2281,air_conditioner
2283,dog_bark
2284,children_playing
2285,children_playing
2286,dog_bark
2288,dog_bark
2289,dog_bark
2292,jackhammer
2294,dog_bark
2296,air_conditioner
2298,jackhammer
2305,air_conditioner
2311,siren
2315,gun_shot
2316,dog_bark
2317,jackhammer
2320,jackhammer
2321,engine_idling
2322,dog_bark
2325,children_playing
2326,engine_idling
2328,engine_idling
2331,jackhammer
2334,children_playing
2336,car_horn
2337,gun_shot
2341,jackhammer
2342,siren
2346,siren
2348,dog_bark
2350,dog_bark
2352,street_music
2355,dog_bark
2356,dog_bark
2357,siren
2359,jackhammer
2361,air_conditioner
2362,car_horn
2365,siren
2367,siren
2370,dog_bark
2374,engine_idling
2375,dog_bark
2376,gun_shot
2377,siren
2381,siren
2383,dog_bark
2385,jackhammer
2387,air_conditioner
2391,air_conditioner
2392,siren
2393,engine_idling
2396,air_conditioner
2397,dog_bark
2399,street_music
2400,engine_idling
2406,children_playing
2407,air_conditioner
2409,jackhammer
2417,engine_idling
2422,children_playing
2423,jackhammer
2426,air_conditioner
2429,children_playing
2431,drilling
2434,engine_idling
2435,dog_bark
2436,dog_bark
2437,engine_idling
2440,siren
2442,siren
2451,street_music
2457,engine_idling
2459,jackhammer
2467,gun_shot
2469,dog_bark
2471,jackhammer
2472,gun_shot
2475,siren
2476,jackhammer
2481,air_conditioner
2482,air_conditioner
2483,siren
2486,drilling
2490,dog_bark
2491,gun_shot
2492,air_conditioner
2495,dog_bark
2496,dog_bark
2500,children_playing
2502,air_conditioner
2504,air_conditioner
2508,street_music
2514,street_music
2518,gun_shot
2519,engine_idling
2520,siren
2521,street_music
2522,dog_bark
2525,jackhammer
2527,drilling
2528,engine_idling
2530,siren
2533,engine_idling
2535,engine_idling
2537,jackhammer
2540,children_playing
2546,car_horn
2551,street_music
2554,siren
2556,engine_idling
2559,dog_bark
2561,jackhammer
2562,siren
2563,children_playing
2565,siren
2566,drilling
2579,jackhammer
2583,engine_idling
2589,dog_bark
2590,siren
2591,jackhammer
2599,jackhammer
2602,car_horn
2606,air_conditioner
2609,jackhammer
2611,air_conditioner
2615,children_playing
2617,children_playing
2618,jackhammer
2621,dog_bark
2622,children_playing
2626,jackhammer
2627,drilling
2628,dog_bark
2629,engine_idling
2630,dog_bark
2631,dog_bark
2633,engine_idling
2635,children_playing
2638,street_music
2642,air_conditioner
2643,air_conditioner
2649,siren
2654,siren
2655,air_conditioner
2656,air_conditioner
2660,air_conditioner
2663,siren
2667,children_playing
2670,drilling
2672,street_music
2673,jackhammer
2675,engine_idling
2681,siren
2683,street_music
2688,engine_idling
2692,dog_bark
2693,siren
2694,children_playing
2696,engine_idling
2698,jackhammer
2701,air_conditioner
2704,engine_idling
2708,engine_idling
2712,engine_idling
2715,engine_idling
2716,siren
2719,siren
2720,gun_shot
2724,dog_bark
2727,siren
2729,jackhammer
2731,dog_bark
2734,engine_idling
2735,siren
2737,engine_idling
2742,air_conditioner
2743,siren
2745,siren
2748,siren
2749,gun_shot
2753,jackhammer
2755,air_conditioner
2758,street_music
2759,dog_bark
2761,gun_shot
2762,dog_bark
2767,street_music
2768,engine_idling
2772,air_conditioner
2777,air_conditioner
2778,air_conditioner
2782,siren
2786,children_playing
2793,street_music
2796,dog_bark
2798,jackhammer
2799,engine_idling
2803,engine_idling
2804,jackhammer
2806,siren
2809,street_music
2810,air_conditioner
2812,air_conditioner
2814,engine_idling
2816,dog_bark
2817,air_conditioner
2818,street_music
2820,air_conditioner
2822,children_playing
2823,engine_idling
2826,siren
2827,dog_bark
2833,jackhammer
2834,engine_idling
2838,car_horn
2839,drilling
2841,dog_bark
2843,dog_bark
2844,siren
2845,siren
2847,engine_idling
2848,jackhammer
2852,engine_idling
2853,jackhammer
2856,drilling
2859,dog_bark
2860,dog_bark
2861,dog_bark
2866,air_conditioner
2867,children_playing
2868,air_conditioner
2874,drilling
2876,siren
2877,jackhammer
2879,drilling
2880,air_conditioner
2882,air_conditioner
2883,dog_bark
2885,dog_bark
2886,street_music
2888,engine_idling
2893,siren
2894,siren
2895,car_horn
2897,siren
2904,dog_bark
2905,street_music
2906,air_conditioner
2908,air_conditioner
2916,siren
2919,air_conditioner
2923,engine_idling
2937,siren
2938,siren
2941,air_conditioner
2947,street_music
2948,dog_bark
2949,air_conditioner
2952,children_playing
2953,dog_bark
2958,air_conditioner
2964,siren
2965,jackhammer
2967,engine_idling
2968,gun_shot
2970,street_music
2973,siren
2975,children_playing
2977,siren
2978,children_playing
2979,jackhammer
2981,siren
2985,jackhammer
2990,air_conditioner
2999,street_music
3000,street_music
3002,engine_idling
3005,air_conditioner
3007,siren
3009,jackhammer
3010,gun_shot
3015,children_playing
3017,air_conditioner
3019,siren
3022,jackhammer
3023,engine_idling
3025,engine_idling
3028,jackhammer
3029,air_conditioner
3031,dog_bark
3035,siren
3039,drilling
3040,air_conditioner
3041,engine_idling
3043,drilling
3044,engine_idling
3045,dog_bark
3047,siren
3048,jackhammer
3049,street_music
3053,air_conditioner
3057,dog_bark
3058,siren
3059,air_conditioner
3064,engine_idling
3065,children_playing
3067,street_music
3072,dog_bark
3073,children_playing
3076,engine_idling
3079,siren
3080,dog_bark
3083,drilling
3084,drilling
3086,air_conditioner
3088,air_conditioner
3090,dog_bark
3093,dog_bark
3100,engine_idling
3106,engine_idling
3107,engine_idling
3109,jackhammer
3111,engine_idling
3113,siren
3114,engine_idling
3116,dog_bark
3119,engine_idling
3122,engine_idling
3124,dog_bark
3129,engine_idling
3132,siren
3134,drilling
3137,dog_bark
3139,siren
3141,air_conditioner
3142,drilling
3145,dog_bark
3149,drilling
3158,siren
3166,car_horn
3173,jackhammer
3174,jackhammer
3175,siren
3181,siren
3183,engine_idling
3184,dog_bark
3193,engine_idling
3198,siren
3201,siren
3203,siren
3204,street_music
3208,air_conditioner
3210,siren
3212,dog_bark
3217,engine_idling
3219,siren
3222,dog_bark
3224,engine_idling
3228,children_playing
3234,air_conditioner
3241,street_music
3242,drilling
3243,children_playing
3245,dog_bark
3247,siren
3249,dog_bark
3251,dog_bark
3252,siren
3253,car_horn
3255,street_music
3256,jackhammer
3260,street_music
3263,engine_idling
3265,drilling
3269,dog_bark
3274,siren
3280,street_music
3282,drilling
3284,dog_bark
3287,jackhammer
3289,engine_idling
3290,dog_bark
3295,air_conditioner
3300,street_music
3303,air_conditioner
3304,dog_bark
3309,dog_bark
3311,siren
3312,air_conditioner
3313,jackhammer
3314,children_playing
3315,dog_bark
3326,air_conditioner
3327,siren
3329,dog_bark
3335,street_music
3339,siren
3340,gun_shot
3341,siren
3342,engine_idling
3346,siren
3348,air_conditioner
3356,dog_bark
3359,air_conditioner
3361,jackhammer
3366,air_conditioner
3368,drilling
3372,street_music
3374,jackhammer
3377,street_music
3378,siren
3380,engine_idling
3382,engine_idling
3384,air_conditioner
3385,air_conditioner
3386,dog_bark
3391,engine_idling
3393,car_horn
3396,dog_bark
3402,siren
3403,siren
3405,air_conditioner
3408,street_music
3410,children_playing
3411,dog_bark
3412,engine_idling
3414,air_conditioner
3421,engine_idling
3424,siren
3426,engine_idling
3427,siren
3428,siren
3430,engine_idling
3431,dog_bark
3438,children_playing
3440,jackhammer
3447,drilling
3448,dog_bark
3450,dog_bark
3456,air_conditioner
3457,children_playing
3460,air_conditioner
3463,drilling
3466,gun_shot
3468,engine_idling
3472,jackhammer
3476,drilling
3479,jackhammer
3484,drilling
3485,street_music
3487,drilling
3488,air_conditioner
3490,engine_idling
3494,dog_bark
3497,car_horn
3498,air_conditioner
3500,street_music
3502,jackhammer
3505,drilling
3506,street_music
3511,dog_bark
3512,siren
3513,jackhammer
3521,gun_shot
3524,street_music
3527,air_conditioner
3530,engine_idling
3532,children_playing
3535,engine_idling
3541,engine_idling
3544,siren
3552,siren
3553,air_conditioner
3557,siren
3558,drilling
3559,gun_shot
3562,jackhammer
3563,siren
3564,air_conditioner
3565,engine_idling
3570,dog_bark
3571,jackhammer
3572,drilling
3573,children_playing
3575,dog_bark
3576,air_conditioner
3578,dog_bark
3581,jackhammer
3586,air_conditioner
3589,dog_bark
3592,dog_bark
3593,gun_shot
3594,engine_idling
3600,air_conditioner
3601,siren
3602,children_playing
3605,drilling
3612,engine_idling
3615,dog_bark
3616,drilling
3617,siren
3618,air_conditioner
3620,engine_idling
3623,engine_idling
3625,engine_idling
3631,engine_idling
3633,children_playing
3635,drilling
3636,air_conditioner
3638,jackhammer
3641,dog_bark
3643,children_playing
3650,street_music
3651,car_horn
3655,drilling
3665,engine_idling
3667,jackhammer
3673,jackhammer
3677,engine_idling
3684,gun_shot
3690,dog_bark
3692,engine_idling
3693,siren
3694,children_playing
3699,engine_idling
3701,jackhammer
3704,air_conditioner
3705,dog_bark
3707,engine_idling
3710,air_conditioner
3712,engine_idling
3713,children_playing
3715,engine_idling
3716,street_music
3720,siren
3722,dog_bark
3723,dog_bark
3727,dog_bark
3730,children_playing
3733,siren
3736,jackhammer
3737,dog_bark
3740,jackhammer
3743,engine_idling
3744,siren
3746,jackhammer
3748,dog_bark
3755,jackhammer
3757,siren
3761,jackhammer
3767,dog_bark
3768,siren
3769,air_conditioner
3773,dog_bark
3774,dog_bark
3775,siren
3777,drilling
3779,street_music
3780,drilling
3786,engine_idling
3789,dog_bark
3793,children_playing
3794,dog_bark
3795,siren
3796,children_playing
3797,gun_shot
3801,engine_idling
3802,siren
3804,drilling
3807,dog_bark
3809,car_horn
3810,dog_bark
3812,air_conditioner
3814,engine_idling
3815,siren
3817,engine_idling
3818,street_music
3824,children_playing
3825,children_playing
3826,dog_bark
3829,children_playing
3831,siren
3832,drilling
3835,gun_shot
3837,street_music
3841,car_horn
3845,jackhammer
3849,dog_bark
3852,siren
3856,dog_bark
3857,dog_bark
3858,engine_idling
3862,dog_bark
3865,air_conditioner
3867,air_conditioner
3872,children_playing
3873,jackhammer
3874,jackhammer
3875,dog_bark
3876,drilling
3892,engine_idling
3897,gun_shot
3899,engine_idling
3901,engine_idling
3904,engine_idling
3907,siren
3908,dog_bark
3912,jackhammer
3913,siren
3917,engine_idling
3922,air_conditioner
3923,siren
3926,engine_idling
3928,dog_bark
3931,car_horn
3935,siren
3937,air_conditioner
3942,dog_bark
3946,street_music
3949,jackhammer
3950,dog_bark
3952,air_conditioner
3953,jackhammer
3954,siren
3957,street_music
3958,air_conditioner
3961,dog_bark
3963,street_music
3964,siren
3971,drilling
3974,engine_idling
3976,air_conditioner
3977,air_conditioner
3979,air_conditioner
3980,jackhammer
3989,siren
3990,engine_idling
3991,siren
3995,children_playing
3996,street_music
4005,engine_idling
4007,drilling
4008,dog_bark
4013,siren
4016,street_music
4019,children_playing
4020,engine_idling
4023,siren
4025,gun_shot
4026,siren
4031,children_playing
4033,siren
4034,jackhammer
4035,dog_bark
4036,jackhammer
4037,dog_bark
4040,jackhammer
4042,air_conditioner
4043,jackhammer
4047,children_playing
4048,air_conditioner
4051,dog_bark
4052,engine_idling
4053,children_playing
4059,dog_bark
4060,jackhammer
4061,air_conditioner
4063,children_playing
4065,jackhammer
4071,jackhammer
4072,air_conditioner
4074,engine_idling
4079,siren
4082,drilling
4088,air_conditioner
4090,drilling
4092,engine_idling
4098,dog_bark
4099,dog_bark
4105,dog_bark
4107,engine_idling
4108,air_conditioner
4109,siren
4112,siren
4113,street_music
4114,car_horn
4115,engine_idling
4116,children_playing
4120,engine_idling
4124,car_horn
4127,air_conditioner
4132,siren
4133,gun_shot
4136,air_conditioner
4141,siren
4144,air_conditioner
4145,siren
4147,dog_bark
4148,engine_idling
4149,street_music
4150,jackhammer
4151,air_conditioner
4152,siren
4153,gun_shot
4154,dog_bark
4156,siren
4157,jackhammer
4165,street_music
4167,siren
4173,engine_idling
4176,dog_bark
4177,siren
4185,engine_idling
4186,siren
4187,engine_idling
4188,engine_idling
4192,jackhammer
4194,jackhammer
4195,dog_bark
4196,engine_idling
4202,dog_bark
4208,siren
4209,engine_idling
4211,dog_bark
4212,engine_idling
4213,siren
4214,siren
4215,siren
4219,street_music
4221,engine_idling
4223,street_music
4225,jackhammer
4229,dog_bark
4230,children_playing
4233,jackhammer
4237,engine_idling
4238,engine_idling
4240,gun_shot
4243,car_horn
4245,jackhammer
4250,air_conditioner
4251,street_music
4258,engine_idling
4259,siren
4261,dog_bark
4264,jackhammer
4266,gun_shot
4268,engine_idling
4269,dog_bark
4270,air_conditioner
4271,jackhammer
4275,drilling
4276,engine_idling
4280,dog_bark
4282,engine_idling
4283,jackhammer
4284,engine_idling
4292,jackhammer
4294,air_conditioner
4295,engine_idling
4296,siren
4298,dog_bark
4300,engine_idling
4302,air_conditioner
4304,air_conditioner
4305,air_conditioner
4306,engine_idling
4308,siren
4309,dog_bark
4310,engine_idling
4312,siren
4315,siren
4318,engine_idling
4321,drilling
4322,air_conditioner
4325,dog_bark
4329,siren
4330,siren
4332,street_music
4334,dog_bark
4336,dog_bark
4339,dog_bark
4340,siren
4342,siren
4343,jackhammer
4344,children_playing
4345,dog_bark
4347,engine_idling
4348,engine_idling
4354,air_conditioner
4355,siren
4357,dog_bark
4360,drilling
4368,gun_shot
4370,dog_bark
4373,air_conditioner
4376,engine_idling
4377,drilling
4380,jackhammer
4383,children_playing
4385,dog_bark
4387,engine_idling
4388,engine_idling
4391,jackhammer
4395,gun_shot
4398,children_playing
4399,engine_idling
4402,dog_bark
4403,children_playing
4404,siren
4405,car_horn
4407,children_playing
4409,engine_idling
4410,air_conditioner
4414,jackhammer
4419,engine_idling
4421,siren
4423,jackhammer
4434,siren
4435,gun_shot
4441,children_playing
4445,street_music
4447,air_conditioner
4448,drilling
4452,siren
4455,dog_bark
4457,air_conditioner
4460,air_conditioner
4465,siren
4466,air_conditioner
4468,jackhammer
4469,air_conditioner
4470,siren
4471,air_conditioner
4477,engine_idling
4478,dog_bark
4479,dog_bark
4484,children_playing
4488,drilling
4489,drilling
4494,children_playing
4495,dog_bark
4496,dog_bark
4497,engine_idling
4501,siren
4505,air_conditioner
4507,drilling
4508,jackhammer
4512,air_conditioner
4516,children_playing
4517,car_horn
4518,dog_bark
4519,jackhammer
4520,engine_idling
4524,engine_idling
4533,siren
4537,dog_bark
4538,jackhammer
4543,children_playing
4544,siren
4546,gun_shot
4548,siren
4550,dog_bark
4551,jackhammer
4552,children_playing
4553,gun_shot
4555,jackhammer
4558,air_conditioner
4560,air_conditioner
4564,street_music
4565,air_conditioner
4567,dog_bark
4576,siren
4577,jackhammer
4579,siren
4580,dog_bark
4582,engine_idling
4586,dog_bark
4587,siren
