ID,Class
988,jackhammer
989,dog_bark
992,children_playing
993,jackhammer
994,car_horn
997,engine_idling
998,street_music
999,dog_bark
1002,car_horn
1005,children_playing
1009,children_playing
1010,dog_bark
1011,siren
1012,air_conditioner
1013,drilling
1016,engine_idling
1019,engine_idling
1020,siren
1023,street_music
1031,drilling
1033,jackhammer
1035,siren
1037,jackhammer
1039,children_playing
1041,drilling
1046,engine_idling
1050,dog_bark
1053,engine_idling
1057,car_horn
1060,drilling
1064,children_playing
1065,drilling
1067,drilling
1073,gun_shot
1075,drilling
1081,siren
1084,children_playing
1086,children_playing
1093,drilling
1094,children_playing
1095,drilling
1097,air_conditioner
1099,drilling
1101,air_conditioner
1102,car_horn
1103,children_playing
1104,drilling
1107,drilling
1108,engine_idling
1109,drilling
1110,drilling
1111,drilling
1114,air_conditioner
1117,street_music
1121,drilling
1122,drilling
1123,jackhammer
1124,dog_bark
1125,engine_idling
1127,engine_idling
1128,drilling
1130,dog_bark
1132,street_music
1135,air_conditioner
1136,street_music
1138,drilling
1140,children_playing
1141,air_conditioner
1142,drilling
1144,jackhammer
1146,street_music
1153,jackhammer
1154,dog_bark
1155,drilling
1159,dog_bark
1161,jackhammer
1163,gun_shot
1164,engine_idling
1165,jackhammer
1166,dog_bark
1167,children_playing
1169,drilling
1170,engine_idling
1171,drilling
1172,drilling
1173,jackhammer
1177,drilling
1178,dog_bark
1179,jackhammer
1184,jackhammer
1185,children_playing
1190,drilling
1192,siren
1193,jackhammer
1194,drilling
1196,street_music
1197,drilling
1198,dog_bark
1199,siren
1201,siren
1202,drilling
1204,children_playing
1207,drilling
1208,drilling
1211,street_music
1212,children_playing
1213,street_music
1215,children_playing
1216,children_playing
1221,street_music
1222,engine_idling
1223,dog_bark
1225,children_playing
1227,gun_shot
1229,children_playing
1233,dog_bark
1234,street_music
1238,dog_bark
1239,air_conditioner
1247,siren
1249,car_horn
1250,drilling
1253,children_playing
1254,car_horn
1258,jackhammer
1260,jackhammer
1263,street_music
1264,drilling
1266,car_horn
1268,dog_bark
1274,drilling
1280,jackhammer
1281,drilling
1282,drilling
1283,air_conditioner
1284,children_playing
1285,drilling
1288,street_music
1290,children_playing
1291,drilling
1293,jackhammer
1299,dog_bark
1304,car_horn
1307,engine_idling
1309,air_conditioner
1313,drilling
1315,street_music
1320,drilling
1324,siren
1325,children_playing
1331,drilling
1333,street_music
1336,car_horn
1340,children_playing
1342,siren
1343,drilling
1344,jackhammer
1348,street_music
1354,street_music
1359,engine_idling
1360,drilling
1362,children_playing
1364,street_music
1369,air_conditioner
1372,jackhammer
1373,engine_idling
1374,children_playing
1375,siren
1376,drilling
1379,drilling
1382,drilling
1383,drilling
1387,drilling
1389,drilling
1391,jackhammer
1392,gun_shot
1395,drilling
1397,engine_idling
1401,air_conditioner
1402,gun_shot
1403,siren
1406,dog_bark
1407,children_playing
1408,dog_bark
1410,children_playing
1411,air_conditioner
1413,engine_idling
1416,siren
1420,siren
1421,drilling
1422,drilling
1424,drilling
1426,drilling
1427,air_conditioner
1429,car_horn
1430,dog_bark
1433,siren
1434,children_playing
1438,engine_idling
1439,drilling
1440,engine_idling
1441,jackhammer
1442,air_conditioner
1443,street_music
1445,siren
1451,jackhammer
1453,air_conditioner
1455,drilling
1456,gun_shot
1457,jackhammer
1463,car_horn
1464,dog_bark
1465,dog_bark
1466,children_playing
1474,drilling
1476,dog_bark
1482,car_horn
1484,jackhammer
1486,children_playing
1487,children_playing
1490,siren
1494,engine_idling
1495,jackhammer
1499,children_playing
1504,engine_idling
1505,car_horn
1507,dog_bark
1509,drilling
1513,drilling
1514,dog_bark
1519,street_music
1522,drilling
1524,engine_idling
1526,air_conditioner
1533,engine_idling
1535,street_music
1538,street_music
1539,car_horn
1541,drilling
1543,drilling
1544,drilling
1545,drilling
1553,street_music
1557,siren
1559,dog_bark
1566,air_conditioner
1568,jackhammer
1572,siren
1575,siren
1576,drilling
1577,siren
1580,engine_idling
1582,engine_idling
1583,jackhammer
1585,jackhammer
1587,street_music
1590,engine_idling
1592,drilling
1594,car_horn
1595,children_playing
1596,dog_bark
1600,siren
1609,children_playing
1610,children_playing
1611,dog_bark
1617,gun_shot
1619,children_playing
1620,dog_bark
1622,street_music
1624,children_playing
1625,dog_bark
1627,drilling
1631,street_music
1637,street_music
1638,air_conditioner
1641,dog_bark
1642,jackhammer
1643,jackhammer
1644,dog_bark
1645,children_playing
1646,drilling
1650,children_playing
1654,siren
1655,dog_bark
1657,jackhammer
1658,dog_bark
1659,drilling
1662,children_playing
1665,street_music
1668,car_horn
1670,air_conditioner
1671,dog_bark
1676,engine_idling
1682,drilling
1683,jackhammer
1684,children_playing
1685,street_music
1691,drilling
1692,drilling
1693,air_conditioner
1694,street_music
1696,dog_bark
1698,dog_bark
1700,drilling
1707,children_playing
1710,car_horn
1712,street_music
1717,jackhammer
1721,drilling
1723,engine_idling
1726,jackhammer
1732,dog_bark
1733,air_conditioner
1735,engine_idling
1740,drilling
1742,air_conditioner
1743,children_playing
1747,siren
1752,children_playing
1753,drilling
1756,jackhammer
1757,engine_idling
1758,children_playing
1759,street_music
1762,drilling
1764,drilling
1770,gun_shot
1772,dog_bark
1775,engine_idling
1778,children_playing
1781,children_playing
1784,gun_shot
1785,drilling
1788,children_playing
1790,drilling
1793,drilling
1797,street_music
1798,car_horn
1799,jackhammer
1804,dog_bark
1810,car_horn
1811,drilling
1814,street_music
1815,engine_idling
1821,street_music
1823,children_playing
1824,engine_idling
1833,drilling
1835,dog_bark
1838,drilling
1844,car_horn
1845,jackhammer
1846,air_conditioner
1851,drilling
1852,children_playing
1855,engine_idling
1857,children_playing
1859,dog_bark
1860,siren
1861,drilling
1862,children_playing
1865,jackhammer
1875,jackhammer
1878,drilling
1880,jackhammer
1882,children_playing
1884,siren
1885,children_playing
1887,children_playing
1888,siren
1900,car_horn
1902,siren
1903,children_playing
1905,siren
1906,drilling
1907,drilling
1909,engine_idling
1911,gun_shot
1912,drilling
1915,drilling
1920,gun_shot
1926,gun_shot
1928,children_playing
1930,drilling
1931,children_playing
1934,children_playing
1939,siren
1942,drilling
1951,drilling
1953,air_conditioner
1954,children_playing
1955,siren
1959,siren
1961,jackhammer
1962,engine_idling
1964,dog_bark
1965,engine_idling
1969,drilling
1972,drilling
1975,drilling
1979,drilling
1981,jackhammer
1983,jackhammer
1984,children_playing
1985,drilling
1989,children_playing
1990,dog_bark
1993,street_music
1995,drilling
1998,children_playing
2003,drilling
2005,siren
2006,dog_bark
2007,dog_bark
2011,dog_bark
2012,drilling
2014,siren
2015,dog_bark
2021,jackhammer
2024,jackhammer
2027,children_playing
2030,street_music
2032,jackhammer
2034,siren
2035,dog_bark
2039,children_playing
2041,dog_bark
2044,street_music
2046,drilling
2052,children_playing
2053,children_playing
2058,gun_shot
2059,drilling
2060,jackhammer
2061,drilling
2062,gun_shot
2065,engine_idling
2068,jackhammer
2069,children_playing
2071,children_playing
2074,street_music
2075,engine_idling
2076,drilling
2079,drilling
2085,jackhammer
2086,air_conditioner
2088,drilling
2092,jackhammer
2093,siren
2097,siren
2100,children_playing
2109,air_conditioner
2110,children_playing
2111,air_conditioner
2112,siren
2114,jackhammer
2115,air_conditioner
2118,jackhammer
2119,siren
2120,drilling
2128,drilling
2131,drilling
2136,jackhammer
2137,air_conditioner
2143,drilling
2146,children_playing
2147,engine_idling
2151,drilling
2153,dog_bark
2155,drilling
2158,jackhammer
2159,children_playing
2161,jackhammer
2164,dog_bark
2165,gun_shot
2166,drilling
2167,drilling
2172,children_playing
2175,drilling
2176,children_playing
2177,street_music
2178,air_conditioner
2181,dog_bark
2183,dog_bark
2187,drilling
2189,engine_idling
2202,gun_shot
2203,drilling
2207,drilling
2208,drilling
2211,jackhammer
2213,drilling
2214,siren
2215,street_music
2221,drilling
2222,siren
2223,car_horn
2231,drilling
2232,children_playing
2234,street_music
2239,drilling
2242,drilling
2243,engine_idling
2245,dog_bark
2248,siren
2255,children_playing
2257,drilling
2261,children_playing
2263,jackhammer
2266,drilling
2267,dog_bark
2268,children_playing
2270,car_horn
2271,children_playing
2272,children_playing
2274,children_playing
2276,drilling
2280,dog_bark
2281,drilling
2283,siren
2284,air_conditioner
2285,jackhammer
2286,siren
2288,siren
2289,dog_bark
2292,siren
2294,children_playing
2296,air_conditioner
2298,jackhammer
2305,drilling
2311,air_conditioner
2315,dog_bark
2316,gun_shot
2317,gun_shot
2320,engine_idling
2321,air_conditioner
2322,drilling
2325,children_playing
2326,jackhammer
2328,air_conditioner
2331,jackhammer
2334,siren
2336,drilling
2337,street_music
2341,children_playing
2342,drilling
2346,siren
2348,gun_shot
2350,children_playing
2352,dog_bark
2355,drilling
2356,street_music
2357,street_music
2359,drilling
2361,drilling
2362,drilling
2365,drilling
2367,jackhammer
2370,air_conditioner
2374,engine_idling
2375,car_horn
2376,street_music
2377,siren
2381,drilling
2383,gun_shot
2385,drilling
2387,street_music
2391,engine_idling
2392,dog_bark
2393,air_conditioner
2396,drilling
2397,dog_bark
2399,children_playing
2400,gun_shot
2406,gun_shot
2407,drilling
2409,drilling
2417,dog_bark
2422,children_playing
2423,children_playing
2426,dog_bark
2429,drilling
2431,street_music
2434,jackhammer
2435,dog_bark
2436,siren
2437,drilling
2440,air_conditioner
2442,siren
2451,gun_shot
2457,siren
2459,jackhammer
2467,gun_shot
2469,children_playing
2471,drilling
2472,dog_bark
2475,drilling
2476,street_music
2481,jackhammer
2482,engine_idling
2483,gun_shot
2486,drilling
2490,air_conditioner
2491,street_music
2492,street_music
2495,dog_bark
2496,dog_bark
2500,drilling
2502,children_playing
2504,drilling
2508,air_conditioner
2514,jackhammer
2518,dog_bark
2519,car_horn
2520,children_playing
2521,air_conditioner
2522,gun_shot
2525,jackhammer
2527,children_playing
2528,drilling
2530,street_music
2533,street_music
2535,drilling
2537,street_music
2540,jackhammer
2546,drilling
2551,engine_idling
2554,drilling
2556,drilling
2559,dog_bark
2561,air_conditioner
2562,street_music
2563,siren
2565,car_horn
2566,children_playing
2579,jackhammer
2583,dog_bark
2589,siren
2590,siren
2591,air_conditioner
2599,jackhammer
2602,jackhammer
2606,drilling
2609,gun_shot
2611,jackhammer
2615,car_horn
2617,drilling
2618,drilling
2621,drilling
2622,dog_bark
2626,jackhammer
2627,air_conditioner
2628,drilling
2629,gun_shot
2630,siren
2631,jackhammer
2633,air_conditioner
2635,street_music
2638,children_playing
2642,car_horn
2643,children_playing
2649,jackhammer
2654,drilling
2655,air_conditioner
2656,gun_shot
2660,children_playing
2663,drilling
2667,dog_bark
2670,drilling
2672,drilling
2673,engine_idling
2675,jackhammer
2681,street_music
2683,drilling
2688,drilling
2692,jackhammer
2693,drilling
2694,drilling
2696,gun_shot
2698,car_horn
2701,children_playing
2704,drilling
2708,children_playing
2712,street_music
2715,air_conditioner
2716,jackhammer
2719,jackhammer
2720,dog_bark
2724,engine_idling
2727,children_playing
2729,drilling
2731,street_music
2734,street_music
2735,drilling
2737,drilling
2742,drilling
2743,drilling
2745,siren
2748,dog_bark
2749,gun_shot
2753,dog_bark
2755,engine_idling
2758,drilling
2759,drilling
2761,siren
2762,drilling
2767,children_playing
2768,drilling
2772,jackhammer
2777,children_playing
2778,children_playing
2782,drilling
2786,siren
2793,air_conditioner
2796,drilling
2798,dog_bark
2799,jackhammer
2803,street_music
2804,gun_shot
2806,engine_idling
2809,street_music
2810,drilling
2812,air_conditioner
2814,air_conditioner
2816,jackhammer
2817,children_playing
2818,gun_shot
2820,children_playing
2822,air_conditioner
2823,siren
2826,engine_idling
2827,gun_shot
2833,engine_idling
2834,air_conditioner
2838,car_horn
2839,siren
2841,children_playing
2843,engine_idling
2844,drilling
2845,siren
2847,drilling
2848,drilling
2852,drilling
2853,dog_bark
2856,air_conditioner
2859,children_playing
2860,children_playing
2861,dog_bark
2866,siren
2867,drilling
2868,dog_bark
2874,street_music
2876,drilling
2877,children_playing
2879,car_horn
2880,drilling
2882,dog_bark
2883,siren
2885,jackhammer
2886,drilling
2888,car_horn
2893,siren
2894,children_playing
2895,dog_bark
2897,engine_idling
2904,street_music
2905,children_playing
2906,street_music
2908,drilling
2916,children_playing
2919,jackhammer
2923,siren
2937,drilling
2938,children_playing
2941,air_conditioner
2947,children_playing
2948,children_playing
2949,children_playing
2952,drilling
2953,children_playing
2958,drilling
2964,air_conditioner
2965,jackhammer
2967,drilling
2968,children_playing
2970,dog_bark
2973,dog_bark
2975,siren
2977,children_playing
2978,engine_idling
2979,children_playing
2981,car_horn
2985,street_music
2990,street_music
2999,dog_bark
3000,children_playing
3002,children_playing
3005,street_music
3007,engine_idling
3009,jackhammer
3010,dog_bark
3015,jackhammer
3017,jackhammer
3019,children_playing
3022,drilling
3023,drilling
3025,drilling
3028,drilling
3029,dog_bark
3031,children_playing
3035,children_playing
3039,car_horn
3040,dog_bark
3041,street_music
3043,car_horn
3044,air_conditioner
3045,drilling
3047,children_playing
3048,jackhammer
3049,drilling
3053,street_music
3057,children_playing
3058,drilling
3059,drilling
3064,engine_idling
3065,children_playing
3067,dog_bark
3072,street_music
3073,drilling
3076,jackhammer
3079,dog_bark
3080,siren
3083,jackhammer
3084,jackhammer
3086,children_playing
3088,engine_idling
3090,drilling
3093,car_horn
3100,drilling
3106,dog_bark
3107,jackhammer
3109,jackhammer
3111,air_conditioner
3113,drilling
3114,children_playing
3116,gun_shot
3119,drilling
3122,dog_bark
3124,drilling
3129,drilling
3132,children_playing
3134,children_playing
3137,drilling
3139,children_playing
3141,children_playing
3142,street_music
3145,dog_bark
3149,street_music
3158,engine_idling
3166,children_playing
3173,drilling
3174,gun_shot
3175,siren
3181,children_playing
3183,siren
3184,children_playing
3193,drilling
3198,siren
3201,street_music
3203,drilling
3204,dog_bark
3208,gun_shot
3210,engine_idling
3212,engine_idling
3217,air_conditioner
3219,drilling
3222,drilling
3224,air_conditioner
3228,drilling
3234,jackhammer
3241,street_music
3242,jackhammer
3243,street_music
3245,children_playing
3247,children_playing
3249,drilling
3251,children_playing
3252,children_playing
3253,drilling
3255,dog_bark
3256,drilling
3260,drilling
3263,car_horn
3265,drilling
3269,street_music
3274,drilling
3280,drilling
3282,drilling
3284,drilling
3287,drilling
3289,engine_idling
3290,jackhammer
3295,drilling
3300,gun_shot
3303,street_music
3304,children_playing
3309,children_playing
3311,children_playing
3312,jackhammer
3313,engine_idling
3314,drilling
3315,drilling
3326,drilling
3327,dog_bark
3329,drilling
3335,children_playing
3339,drilling
3340,car_horn
3341,children_playing
3342,dog_bark
3346,siren
3348,gun_shot
3356,drilling
3359,street_music
3361,drilling
3366,jackhammer
3368,drilling
3372,jackhammer
3374,air_conditioner
3377,gun_shot
3378,children_playing
3380,car_horn
3382,dog_bark
3384,gun_shot
3385,children_playing
3386,air_conditioner
3391,drilling
3393,gun_shot
3396,jackhammer
3402,drilling
3403,drilling
3405,drilling
3408,engine_idling
3410,jackhammer
3411,jackhammer
3412,jackhammer
3414,dog_bark
3421,engine_idling
3424,street_music
3426,jackhammer
3427,siren
3428,drilling
3430,siren
3431,drilling
3438,children_playing
3440,drilling
3447,drilling
3448,engine_idling
3450,drilling
3456,car_horn
3457,jackhammer
3460,gun_shot
3463,siren
3466,air_conditioner
3468,drilling
3472,car_horn
3476,siren
3479,drilling
3484,car_horn
3485,children_playing
3487,street_music
3488,children_playing
3490,engine_idling
3494,car_horn
3497,street_music
3498,gun_shot
3500,drilling
3502,jackhammer
3505,siren
3506,children_playing
3511,air_conditioner
3512,drilling
3513,drilling
3521,jackhammer
3524,siren
3527,engine_idling
3530,engine_idling
3532,drilling
3535,siren
3541,children_playing
3544,children_playing
3552,air_conditioner
3553,engine_idling
3557,children_playing
3558,air_conditioner
3559,engine_idling
3562,drilling
3563,children_playing
3564,children_playing
3565,jackhammer
3570,gun_shot
3571,street_music
3572,siren
3573,drilling
3575,drilling
3576,drilling
3578,dog_bark
3581,children_playing
3586,drilling
3589,children_playing
3592,air_conditioner
3593,drilling
3594,street_music
3600,street_music
3601,dog_bark
3602,children_playing
3605,children_playing
3612,children_playing
3615,dog_bark
3616,jackhammer
3617,drilling
3618,air_conditioner
3620,dog_bark
3623,drilling
3625,dog_bark
3631,drilling
3633,street_music
3635,jackhammer
3636,drilling
3638,siren
3641,street_music
3643,drilling
3650,street_music
3651,siren
3655,jackhammer
3665,engine_idling
3667,drilling
3673,jackhammer
3677,engine_idling
3684,jackhammer
3690,dog_bark
3692,car_horn
3693,children_playing
3694,drilling
3699,dog_bark
3701,air_conditioner
3704,drilling
3705,engine_idling
3707,children_playing
3710,street_music
3712,siren
3713,jackhammer
3715,children_playing
3716,street_music
3720,children_playing
3722,drilling
3723,jackhammer
3727,drilling
3730,dog_bark
3733,street_music
3736,children_playing
3737,drilling
3740,siren
3743,children_playing
3744,siren
3746,jackhammer
3748,engine_idling
3755,jackhammer
3757,drilling
3761,dog_bark
3767,street_music
3768,dog_bark
3769,street_music
3773,car_horn
3774,dog_bark
3775,engine_idling
3777,drilling
3779,car_horn
3780,siren
3786,dog_bark
3789,engine_idling
3793,car_horn
3794,drilling
3795,car_horn
3796,engine_idling
3797,air_conditioner
3801,children_playing
3802,gun_shot
3804,jackhammer
3807,air_conditioner
3809,street_music
3810,siren
3812,street_music
3814,siren
3815,air_conditioner
3817,children_playing
3818,street_music
3824,drilling
3825,air_conditioner
3826,car_horn
3829,jackhammer
3831,drilling
3832,drilling
3835,gun_shot
3837,engine_idling
3841,siren
3845,drilling
3849,drilling
3852,car_horn
3856,drilling
3857,children_playing
3858,air_conditioner
3862,children_playing
3865,engine_idling
3867,car_horn
3872,children_playing
3873,drilling
3874,street_music
3875,drilling
3876,drilling
3892,engine_idling
3897,drilling
3899,car_horn
3901,children_playing
3904,children_playing
3907,siren
3908,children_playing
3912,children_playing
3913,car_horn
3917,air_conditioner
3922,engine_idling
3923,drilling
3926,siren
3928,drilling
3931,jackhammer
3935,children_playing
3937,drilling
3942,children_playing
3946,dog_bark
3949,drilling
3950,drilling
3952,air_conditioner
3953,engine_idling
3954,air_conditioner
3957,jackhammer
3958,jackhammer
3961,drilling
3963,street_music
3964,drilling
3971,drilling
3974,jackhammer
3976,drilling
3977,street_music
3979,children_playing
3980,car_horn
3989,dog_bark
3990,jackhammer
3991,drilling
3995,drilling
3996,jackhammer
4005,drilling
4007,drilling
4008,dog_bark
4013,jackhammer
4016,drilling
4019,street_music
4020,siren
4023,air_conditioner
4025,children_playing
4026,engine_idling
4031,air_conditioner
4033,children_playing
4034,drilling
4035,engine_idling
4036,jackhammer
4037,dog_bark
4040,dog_bark
4042,drilling
4043,drilling
4047,dog_bark
4048,drilling
4051,jackhammer
4052,siren
4053,children_playing
4059,children_playing
4060,drilling
4061,car_horn
4063,drilling
4065,street_music
4071,car_horn
4072,drilling
4074,engine_idling
4079,children_playing
4082,drilling
4088,street_music
4090,drilling
4092,drilling
4098,engine_idling
4099,dog_bark
4105,siren
4107,drilling
4108,children_playing
4109,drilling
4112,children_playing
4113,street_music
4114,dog_bark
4115,drilling
4116,jackhammer
4120,engine_idling
4124,jackhammer
4127,dog_bark
4132,dog_bark
4133,engine_idling
4136,street_music
4141,air_conditioner
4144,jackhammer
4145,drilling
4147,drilling
4148,jackhammer
4149,engine_idling
4150,dog_bark
4151,drilling
4152,children_playing
4153,street_music
4154,siren
4156,car_horn
4157,dog_bark
4165,car_horn
4167,drilling
4173,engine_idling
4176,engine_idling
4177,street_music
4185,drilling
4186,children_playing
4187,children_playing
4188,jackhammer
4192,siren
4194,dog_bark
4195,car_horn
4196,engine_idling
4202,dog_bark
4208,siren
4209,drilling
4211,drilling
4212,engine_idling
4213,air_conditioner
4214,dog_bark
4215,siren
4219,children_playing
4221,drilling
4223,children_playing
4225,children_playing
4229,children_playing
4230,drilling
4233,jackhammer
4237,jackhammer
4238,street_music
4240,dog_bark
4243,drilling
4245,air_conditioner
4250,drilling
4251,siren
4258,drilling
4259,engine_idling
4261,children_playing
4264,siren
4266,gun_shot
4268,air_conditioner
4269,jackhammer
4270,engine_idling
4271,engine_idling
4275,air_conditioner
4276,children_playing
4280,children_playing
4282,engine_idling
4283,air_conditioner
4284,dog_bark
4292,drilling
4294,children_playing
4295,drilling
4296,street_music
4298,children_playing
4300,jackhammer
4302,engine_idling
4304,children_playing
4305,children_playing
4306,jackhammer
4308,siren
4309,siren
4310,drilling
4312,dog_bark
4315,street_music
4318,children_playing
4321,air_conditioner
4322,drilling
4325,drilling
4329,children_playing
4330,children_playing
4332,gun_shot
4334,children_playing
4336,street_music
4339,drilling
4340,air_conditioner
4342,street_music
4343,children_playing
4344,children_playing
4345,children_playing
4347,children_playing
4348,jackhammer
4354,car_horn
4355,siren
4357,dog_bark
4360,drilling
4368,gun_shot
4370,jackhammer
4373,drilling
4376,gun_shot
4377,jackhammer
4380,jackhammer
4383,dog_bark
4385,engine_idling
4387,dog_bark
4388,drilling
4391,jackhammer
4395,street_music
4398,children_playing
4399,siren
4402,children_playing
4403,jackhammer
4404,children_playing
4405,children_playing
4407,jackhammer
4409,drilling
4410,air_conditioner
4414,engine_idling
4419,engine_idling
4421,car_horn
4423,air_conditioner
4434,drilling
4435,jackhammer
4441,air_conditioner
4445,drilling
4447,drilling
4448,siren
4452,jackhammer
4455,children_playing
4457,street_music
4460,car_horn
4465,drilling
4466,car_horn
4468,drilling
4469,children_playing
4470,children_playing
4471,children_playing
4477,children_playing
4478,street_music
4479,dog_bark
4484,street_music
4488,dog_bark
4489,drilling
4494,jackhammer
4495,drilling
4496,drilling
4497,engine_idling
4501,drilling
4505,drilling
4507,drilling
4508,gun_shot
4512,drilling
4516,drilling
4517,gun_shot
4518,engine_idling
4519,drilling
4520,air_conditioner
4524,gun_shot
4533,siren
4537,jackhammer
4538,jackhammer
4543,gun_shot
4544,children_playing
4546,jackhammer
4548,drilling
4550,street_music
4551,children_playing
4552,drilling
4553,engine_idling
4555,drilling
4558,drilling
4560,jackhammer
4564,children_playing
4565,dog_bark
4567,car_horn
4576,dog_bark
4577,street_music
4579,drilling
4580,street_music
4582,drilling
4586,siren
4587,gun_shot
4588,gun_shot
4590,jackhammer
4591,children_playing
4593,street_music
4594,drilling
4596,dog_bark
4597,jackhammer
4600,drilling
4603,drilling
4605,street_music
4606,children_playing
4608,drilling
4615,drilling
4620,drilling
4621,siren
4624,jackhammer
4626,siren
4627,street_music
4631,street_music
4638,dog_bark
4639,drilling
4642,children_playing
4644,jackhammer
4649,drilling
4654,drilling
4656,air_conditioner
4660,dog_bark
4664,siren
4670,drilling
4671,dog_bark
4673,engine_idling
4675,children_playing
4678,children_playing
4681,street_music
4687,siren
4689,drilling
4691,dog_bark
4694,car_horn
4696,drilling
4699,dog_bark
4700,drilling
4701,drilling
4706,gun_shot
4709,siren
4710,jackhammer
4711,children_playing
4712,dog_bark
4713,children_playing
4717,children_playing
4719,drilling
4720,jackhammer
4727,children_playing
4731,engine_idling
4734,street_music
4738,drilling
4744,siren
4751,drilling
4757,dog_bark
4760,drilling
4761,children_playing
4765,street_music
4768,drilling
4771,air_conditioner
4772,air_conditioner
4773,drilling
