puzzle,solution
000400090340000000600158203080392060209617400061000002050009800078004009920080054,812473596345926178697158243584392761239617485761845932453269817178534629926781354
810000096300970000697100200000300100039610000060840932050260801000534000000001004,815423796342976518697158243284395167739612485561847932453269871178534629926781354
815023796000006018600150000004390000239617400760800900450269870100504629900081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800400000040976510007100203504090060009610000060005900000000801000034620006001004,815423796243976518697158243584392167329617485761845932432569871158734629976281354
000400006002970518607108203580092060030007480700845932400000870108034009026701350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015003090042906500007008043580002160209007005001005932400000070100504620920700004,815243796342976518697158243584392167239617485761485932456829371178534629923761854
010003706042000518000008203004300100239607000761840002450200071100030000006001050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005020706040000008007150040080092107230007485700005932450009071100530020920081000,315428796642973518897156243584392167239617485761845932453269871178534629926781354
010020096042006500690158240584092167239610480000805932050209000170004600906780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015423790042076008090050003080302167239617080761045900400260070170500000006780054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815420700002970518007108003580092100000610485061805002453009000070504609026081054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015420006040006000690100200000300060009607480761045900450000071000030009006700050,315428796842976513697153248584392167239617485761845932453269871178534629926781354
005403796040070508607050200584300000039007480760805032003009070008530629926781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805423006300900018007050040584090167239010080761805032050269001000534000920081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000003096002070508607008000580392167039610080760840002403069871170534620906701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815000096042070010607008243000000160030600400761045000400069000000504609026701004,815423796342976518697158243284397165539612487761845932453269871178534629926781354
000403096300976008007000243000300000200607080760805002003269070008504620020781004,185423796342976158697158243851392467234617589769845312413269875978534621526781934
000403006040070018690000200500000107230010400061000932050009001078534609900701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800403796040076008097050000004300067009600000060840930053060870008004000926081304,815423796342976518697158243284395167539617482761842935453269871178534629926781354
015420700300000518097000203584392007209007080000040902053009070008004629906781054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005400006340970500007108243004000160009617480000845000000009870070004000906701304,815423796342976518697158243584392167239617485761845932423569871178234659956781324
000423796302006010607158200504000000230010080760840932453009071178030000920780004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800000700342970000690008003080090067039000405061005900400069071078530609020081054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815020700340970500697058003580000160230600405060805030450060801178500009026781054,815324796342976518697158243589432167231697485764815932453269871178543629926781354
005020090342976010000100000080090067200600085061840030050069800078534029000700300,615428793342976518897153246584392167239617485761845932453269871178534629926781354
810423700302006008090150040580002160030007480061040930000260870178004009926001000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805420000040906518697150200584090000009607085700805900000269070000000000020700354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810000090042070518090008203504302167039607005001800932050269870178500620900700350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010023790000976010007058200500002100030007005000800930453009800108034600906081004,615423798842976513397158246584392167239617485761845932453269871128734659976581324
010020090340076508007158200504092100009000480001800930053260800178000020026001350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003700302000500097108000084300100200000400000005900450269071000530629000080000,815423796342976518697158234584392167269817453731645982453269871178534629926781345
010423096042070010600100000080300167239017005760840032400060000178504009020700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000020096300970000697050240004090160009007480061800930450009870070500009920001000,815423796342976518697158243284395167539617482761842935453269871176584329928731654
805400790040000000007008243580000100030007405700040930453060070078000600026080354,815423796342976518697158243584392167239617485761845932453261879978534621126789354
000403790300076500690150243004390007030617400000005000400000071078034620926780004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010000096042906010007058240080390107230007405760045002000009001108534029906701300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800400706342976500090158200504000067039017480000045902003060801008500020926781304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015400706042976000000158043580092100009607405760005902000200001108534020900000004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000420700302006510690050243084092067030017000701000900450060071070500620920780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015003006340076018697000240504302000209607085061040902003269800170504620006700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805403006340006010690100043004002007009600485760840000450200001008034020920001350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015423096302970508600100240084000000030600085760840002053060001178004029926001054,815423796342976518697158243584312967231697485769845132453269871178534629926781354
015423006340000008690008040000300000039010080761005902053200070100534600900000004,815423796342967518697158243284379165539612487761845932453296871178534629926781354
000020706002976510607008203584090160000000480001805902453209070170534029000701004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815423790342076010007100043500390000039617085760800030453260001070530000006780004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800020700340900518607050240500002167200007405761040930053209870078004629000780050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005400796302970510697108203000392060000010085000000930053069071108530009926700354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000020700342906518607100000000392107000600000001045002050269001070004600900081300,519428736342976518687153294864392157295617483731845962453269871178534629926781345
000423796040070500007050040580302067200000005001045930000000070000030009900780000,158423796342679518697158243589312467234967185761845932815296374476531829923784651
815000006340906518097008000584392007200607405760045902053200001000034020920081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023096302070518007150243084392100009000400701045900400269801070500629006001354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003796002970508000100043584390007039000085700045930400200071108030609926781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800020006302000018697108200000300160200017000700000900000260070000534629020700350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810420796042970510097008000084302060200007400700000030000069871108504029026700054,815423796342976518697158243584312967231697485769845132453269871178534629926781354
005003096300076510007000203004302167200017005001840032003009001170030020900000054,485123796392476518617958243854392167239617485761845932543269871178534629926781354
010403790340976010600108043000392000209600005701800000000200070108534020906001354,812453796345976218697128543564392187289617435731845962453269871178534629926781354
810420796000070018000100243504302007009000005061845030000269801000530029020781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015403006040076000090108043584002067000617485760845030400060870170004600020781000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000003006300976008097050043084392060239610480060845030403200800170504009926700054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800003090002076510690100200000092067030000480060800002003260071170030600920081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015423700042906008090008003580302067230007080760040032453269070170000029906701000,815423796342976518697158243581392467234617985769845132453269871178534629926781354
810000706300976518097108200080300067239007485760840032003209000108530600026700054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805400090000070010690108003580300160209017085761005902403209071078034620926080304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010420700002970000607108203500000100209007085701000932053260800078004000900781000,315426798842973516697158243534892167269317485781645932453269871178534629926781354
005420796340070500697050200584000100230010080000000000400009800108530600906081304,815423796342976518697158243584392167239617485761845932423769851178534629956281374
810003000002976518090100000584392100009010400761805902400260871008530600920080304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005003796342970518090158240504090107209607005000805932403060070178004009926001300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015000706000970000097108243504000067009607000700800932050069801108000000020080050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805000700000906510090050043004092160009607080000800930053200001008004629020700050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005023796040900510007008040080092007209000480760040032453269800070034629006700350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805400000302006500000100203504300007230607485761000002453009871100534629026700004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005020706002006518607100243000000067200607085701040930403269071000530020900080050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800403796340970000097050003584300160009007400001005032053069801100030029920781354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005400700300976500097058240080090167009607400761805932050209800100534000906701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805403006342900000007058043080000107200610005760045032453000871108500600906081050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010020096302970508600100200500090067000617400701045900000000871008504629026701354,815423796342976518697158243534892167289617435761345982453269871178534629926781354
810423006040906510097150203000000160239617405061805000053260001078534000906080054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000400700000000008007000203504392167200607480000805932453060800008500629926081054,315428796642973518897156243584392167239617485761845932453269871178534629926781354
010023706002000018600100243080300060209607080060040000050260070178034600906081300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000000006042970508600108000584002060000017405701805902000069000008500029926081000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815000796000906500007150003084002067200017405761040932003069070108030620026701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815423790342976010697100200580090060230000085061045032003200070100030020026080300,815423796342976518697158243584392167239617485761845932453261879178539624926784351
015403096342900508090008043084302100030600405001000000403000801000004620006701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810403096342076500607008240504092060230007085761840930053069071070534609020081050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800023090300006508607008200000090060030000000700045930400200070070034020926081000,814523697392476518657918243548392761239167485761845932483259176175634829926781354
005003090042000008000008240084300100039600005001805932053060001070500029906081300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810403796342070508690008203580000067039617000001000932453269801108004029020081000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015003700042976008600008043000392167039017405701845000403260071070500009020081054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015020096340906018690100000080092160209017085061005032403209871170504000920780000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805423090300006500090158043004300100000017485001005000453000801100000600920080300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000020096040006500607008000004002100030017000000005032050209870178504629026081004,815423796342976518697158243564392187239817465781645932453269871178534629926781354
805000090040976008007050240000390067039007000760045930050269000000000620926001000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810423006340976500600158203000000060009000480761800000053009871078534009006001050,815423796342976518697158243284395167539617482761842935453269871178534629926781354
000020000002906508007008040084090107009000485701045902053000871170034620026081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005423096302006508090150003584392060209617480060805932053209001008000020920701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810023706300900008600100200580000060209000400061000030000009871170004029026700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005003790300976010097000000084092160039007000061845002053009000008034609006781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815400796300976518600050000500302067239610085701840902453200001178504600026001354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800403000342976018600008043084390007239600400060805932003200800170534020020780050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000020000300070510000008200580090167200017085701040932453260800178034600900000350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815420000300970500600050000504390067239010085701000002403009870178504609900701004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023096302006510007108200080300000000000080761805002003200071108534609906001054,815423796342976518697158243284317965539642187761895432453269871178534629926781354
010403000002070018097050243000300007039010480000000902450060800170534000900780354,815423796342679518697158243284395167739216485561847932453962871178534629926781354
000000090040000518000150243000092007209007005760000932003209000170530029906781050,315428796642973518897156243531692487289347165764815932453269871178534629926781354
810003706340900500697100243500000100039607000060045932453209870000034020900700300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800403706340906018097058200500002160209617405700805030450269871108004609026700050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810023796302000010097150000584000000200010000060000930000269001100530620926780004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000420706340970000697008240504300007230007480001845032403200800170004609020780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805423006340070510090008200584300107000617405760840000000009801078534620000001304,815423796342976518697158243584392167239617485761845932423769851178534629956281374
005423706342076000607108200584092160230010485000840902000069070070500000926081000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805400706302000000007100243080392007200017085701040932050009000170004000000000300,815423796342976158697158243584392617239617485761845932453769821178234569926581374
805420700040076018607150243080002107009617405761845930050200001178530029906001300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815423796002906010000108040580302107230607085761045900000200070100000029020781300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003700000000000600058200080002067009600080700045030400000001000000020926080050,815293746234176895697458213581932467349617582762845139458329671173564928926781354
015003000342070508690058200500002107209007085701800000053209070000500000906700054,815423769342976518697158243584692137269317485731845692453269871178534926926781354
815420700040076508690158240084002160209000485760005930450260000108534020920000004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810420796340970018690000000500302100230007405760040030000269001108500620920701000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015403700342906510097000240080000167200600400060840032400009870070500029926701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010403706002000500600108240584302000000600085761000002003060800008534609926781300,815423796342976518697158243584312967239647185761895432453269871178534629926781354
010020790300900010090108000000090100209000080060800032403209801178030000920080350,614325798382947516597168243835692174249713685761854932453279861178536429926481357
800000090302900500690158000580090007000607485060005030003009071078534609026780000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010400700300970508607008040004000000000610080001040002053200070170500009920781054,815423796342976518697158243264895137739612485581347962453269871178534629926781354
010000000300906500607108240504300060209010005761045930453269871078034629000701050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815023006000000000607150240004092007039607405001005900450009000078004020006001004,815423796342976158697158243564892317239617485781345962453269871178534629926781534
800423090042970010090000043584002007000000085701805030000060070078504000920081000,815423796342976518697158243584312967239647185761895432453269871178534629926781354
810400790340006518097008243080300000200617080760805930400000001078500020020001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000023790002070510097158000084090107230010000760040002450200000178034620906780300,615423798842976513397158246584392167239617485761845932453269871178534629926781354
010403096002976000690158000004300160239010400761040030403069871108034009900080050,815423796342976518697158243584392167239617485761845932423569871158734629976281354
010400000302906000690150043504090160239007080701805002450209001178030609920700350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815423000342076510697000203084300007000617485701000900053069070078000000906081304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810020790300076518697100043580392167239617085761005030003000870070530620900080304,815423796342976518697158243584392167239617485761845932153264879478539621926781354
805023096042006018007100043000092060239017480000805032403209000178000009026001354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010023796300906000600150043080000067009610485761805000000260000108000009926001304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000023096302970010000058243584302160209017480001000000050209870078004620920080050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015420700040070518690008240584392007209600405700045902053069800100030000900081304,815423796342976518697158243584392167239617485761845932453269871128734659976581324
810420790342900510600100003584390107200617085060045002003000871108534000906700350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815000700300970010600050240080002107200000405761000932050060070178534029906081300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023090002006000600100200580300067200617080061840000400009001108534000020000350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005403006300070508007000243084390167239017485701005030053269801070034609926781300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000400096342906508000150200080092007009600085001005902050200001108004009900080304,815423796342976518697158243584392167239617485761845932453269871128734659976581324
000403706340000010097000040004002100239017005001845900450200000100534609920780300,812453796345976218697128543584392167239617485761845932453269871178534629926781354
805003096002070018697050243500000107009607405001000032003200000078500609920700004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000420096000976510007008243504002100209000480760045932400060000078500029900700304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810023090302000018697158240580002060039600085761040000050269871078034600926781304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815000096342900010607100003500392067009617085060805932003060870070530609900700054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005423706040000510607108240000092067209607405700840002403200800078534009926001000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010400096340000508090150040000390167209610400061040002053200871100004029906000300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810420096302000000697000040504300160230617085700805002000209870078000029920000304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005023090000006008007050003580090060200610480060800002000000001100530000900781300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805400006040006518007008200500092007209010080060045002453260001178500620906781000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810423096342900000007058043500000000209617000060045900053269800178504009020001004,815423796342976518697158243534892167289617435761345982453269871178534629926781354
010423000302906518600000240080392007009617085000005002453069000078034009906700054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800000700040000500690108040584300160009607480061845930003200001008500620900781054,812453796347926518695178243584392167239617485761845932453269871178534629926781354
015020796040006018097108043084390060209017005700045902403009070100504629926780354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015020006302906508697100000000300007200017080000040902003069801000504629006780050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403096302076508600100043080302067230607080700040002400009871008530629900001300,815423796342976518697158243581392467234617985769845132453269871178534629926781354
810000790302970518697150003000090167030610000760805902403000000178530029000780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000020096300906510097158040004300100209600000061045000000069070170500009900080350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810400796300070500600108200000092007239007405700800032000209800000530620926000354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010423790042006518090108040580000067009007400000040900003000000108534620006700304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005020706002070008607100240580092060000610480761840930000269800070504020000000000,815423796342976518697158243584392167239617485761845932153269874976584321428731659
005423096342076510697008043004090007000000005701005030053269000108004600020700050,815423796342976518697158243534692187289317465761845932453269871178534629926781354
010423790002000010000000203000392167230617405000805932403269070078534600906000004,615423798342978516897156243584392167239617485761845932453269871178534629926781354
810003096342900510007108200084090000009017400000040932450200071078500629020780004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815423700340006500607100200080392107000607005700845932000009000070034000000081000,815423796342976518697158243584392167239617485761845932123569874978234651456781329
805423090340970010097158243504300100200617485061000002400209070008530600020780354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010003700300070008600108000080090067039010085701000900000060871078030609026001354,812453796345976218697128543584392167239617485761845932453269871178534629926781354
015003090000006018000150000580000000039607080700005032453209871078504020026081350,815423697342976518697158243581342769239617485764895132453269871178534926926781354
000003796002900500097050243084002000009610085001845902050200871178000029020700050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800003796040976500000050003504090100030000405000005032053069800108000629026000004,815423796342976518697158243564392187239781465781645932453269871178534629926817354
805000000300076008607000240500092100239607080060005002053269871078004600020701350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015403796300976518000050040004392167039010085000040930000209071000504629906701350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805020706342970518097108003580300067000007080701840000400069000000530000000780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005020090302006010000100043504000007000610085060040002450000001108504020006780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403090000000018007008200080300100009017400701005000450209070070034600906701304,812473596345926718697158243584392167239617485761845932453269871178534629926781354
810023796342900508607050000584390167209600480760800030000209070100500629000080004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810403090000000010000008203580392067200010405060805900453009800078000600000700354,812453796347926518695178243584392167239617485761845932453269871178534629926781354
000023790302076500607150000080092107030007485001045900000209800070534600926700304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010400090302970008000058003584002167239607400700840000453269071008500020006081050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800403700300976008007050200500002167039007085000040932403069071070530020026081350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810400090000976510000100040500300100200617400001040002453200000070534020906701050,815423796342976518697158243564392187289617435731845962453269871178534629926781354
015403090302970518607050003584090167030007005701840902000269870000034629020080050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015000090040006010690058040500390160009007485700800932003209870170034009020000354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010003790340070000090150000080390107039607085061805002053269801000030029026081054,615423798342978516897156243584392167239617485761845932453269871178534629926781354
000420096302970518607000003500000107230017480701005930053260071178534600006700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815403000342976000000000003080092160200010085761840002003000871000504609920780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810400706300000000607158243080090007200610480061000930450269000078034629906780000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810400090302076010000100000080090100009600400060040000450000800070534029000001350,815423796342976518697158243284395167539617482761842935453269871178534629926781354
005000096342970018690000043584002060239610000060045030450209870178000029906701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815420700300000508097108240584392107030010480701840930003260801078504629920000050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010423700300970018000158000584392067009007405760805000403200000100000620006001304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810423706002000010007100000004000160230007485061005930400269001178004600026701350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810020006300000018007108043004000160209017400761840000453000070108530020000781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815023090042006508090108000584302160209017480701800030003209800170030029926701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810023006302906500007108240004002167000617080760005930003200070178530009900001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000420000340000510000108203084000007030607080060800002450000071008000609920700354,815423796342976518697158243584312967231697485769845132453269871178534629926781354
800420006340000000000050203084302067239617480760005900003069871100000609000000354,815423796342976518697158243584392167239617485761845932423569871158734629976281354
815003006342970500690058203500090167200607005000040030053269070100004029026780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000000790040976508000008043584090000000007080701040032053000800178500629920081350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805400096342976508000008043584302007239600080761805000453069801070030620000001350,815423796342976518697158243584312967239647185761895432453269871178534629926781354
010020006040076000607000200500392160200017005700045030053209871108004600006701300,315428796842976513697153248584392167239617485761845932453269871178534629926781354
010423790042976000007050040084002167239600005701000000050269800178530609020700300,615423798842976513397158246584392167239617485761845932453269871178534629926781354
005403700300976508097050203500090000000010000060040000403200800170034029900701000,815423796342976518697158243531692487284317965769845132453269871178534629926781354
805023096300970508000158003080090100239607480761840902003069800170534029926080350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810403006042970010600150200004392160009610005001800030450200000108004009926700304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815020700342976518690108000084000160000007400000845932003060871078034000926081000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015423796300976508690158203584300067230000000700805930403200870178000020906701000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815400700302976500697158200080090100230010485060845902053260001100004009920080000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800420700002900008007050003504390060030607480000000002003000870178034629026781350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015000706342976500607058203500090167200607005701840032000069801178530609006001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005003790040970000607008040504090067239610085061805000053009000078000020026000354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800400090340976000607008040084092100239610480060800032053209070178530029000000354,812453796345976218697128543584392167239617485761845932453269871178534629926781354
800023796000076508600158240580300060209000085061045902050069070108004009020080300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010020700342070018000158043084302167239610085761040930400009001008534000900701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805003006040970518007100200000300160009610485000005900003009801178004629920000054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810003700002970010690050000084390007009000405000045902053260871108030029920000004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815000700340976500600158240584302100239000000061005002053260800070000629020780350,815423796342976518697158243584392167239617485761845932153269874478531629926784351
000420796002906508690108000000000060039010405761800902053060870100530629920001300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015420006042970508097058243084000160000600085000840032403069800108534009000081054,815423796342976518697158243284395167739612485561847932453269871178534629926781354
015423700040906500097108040000092107200010400760845932053009871078034600000001300,615423798842976513397158246534692187289317465761845932453269871178534629926781354
800423090302900018697150043584392100200000405060845932453260001000534009026701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005420796000976510600100243084090100030610085701005030450069800170030029000081000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015420700300070000007150240500300000000600405761045932453000071078500620000001350,615423798342978516897156243584392167239617485761845932453269871178534629926781354
010403000040976508690150003500302167209007085701005930053209870008534600000701000,815423796342976518697158243584392167239617485761845932153269874978534621426781359
005420796042970018090158043584302000230007080701045002403200871178000600026001304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005423096002006508690158003000300060000610405061805932000209001008030029000700050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810020796300906510097000000504092167230607085001805930050209801178500600926000350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810000090002970018007108243580392000039000480760000932050069801108500620926080350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
